13:34:56;2;0;0;0;0
13:35:06;2;3;0;0;0
13:35:15;2;3;0;0;0
13:35:25;2;3;0;0;0
13:35:35;2;5;0;0;0
13:35:45;2;3;0;0;0
13:35:54;2;3;0;0;0
13:36:04;2;3;0;0;0
13:36:14;2;3;0;0;0
13:36:24;2;3;0;0;0
13:36:34;2;3;0;0;0
13:36:45;2;3;0;0;0
13:36:55;2;3;0;0;0
13:37:05;2;3;0;0;0
13:37:16;2;3;0;0;0
13:37:26;2;3;0;0;0
13:37:35;2;3;0;0;0
13:37:45;2;3;0;0;0
13:37:55;2;3;0;0;0
13:38:05;2;3;0;0;0
13:38:15;2;3;0;0;0
13:38:25;2;3;0;0;0
13:38:35;2;3;0;0;0
13:38:46;2;3;0;0;0
13:38:56;2;3;0;0;0
13:39:06;2;3;0;0;0
13:39:16;2;3;0;0;0
13:39:25;2;3;0;0;0
13:39:35;2;3;0;0;0
13:39:45;2;3;0;0;0
13:39:55;2;3;0;0;0
13:40:04;2;3;0;0;0
13:40:14;2;3;0;0;0
13:40:24;2;3;0;0;0
13:40:34;2;3;0;0;0
13:40:49;2;3;0;0;0
13:40:59;2;3;0;0;0
13:41:09;2;3;0;0;0
13:41:19;2;3;0;0;0
13:41:29;2;3;0;0;0
13:41:39;2;3;0;0;0
13:41:49;2;3;0;0;0
13:41:59;2;3;0;0;0
13:42:09;2;3;0;0;0
13:42:20;2;3;0;0;0
13:42:30;2;3;0;0;0
13:42:40;2;3;0;0;0
13:42:50;2;3;0;0;0
13:43:00;2;3;0;0;0
13:43:16;2;3;0;0;0
13:43:26;2;3;0;0;0
13:43:36;2;3;0;0;0
13:43:46;2;3;0;0;0
13:43:55;2;3;0;0;0
13:44:05;2;2;0;0;0
13:44:15;2;2;0;0;0
13:44:24;2;1;0;0;0
13:44:33;2;0;0;0;0
13:44:43;2;0;0;0;0
13:44:52;2;0;0;0;0
13:45:00;2;0;0;0;0
13:45:09;2;0;0;0;0
13:45:17;2;0;0;0;0
13:45:26;2;0;0;0;0
13:45:34;2;0;0;0;0
13:45:43;2;0;0;0;0
13:45:51;2;0;0;0;0
13:45:59;2;0;0;0;0
13:46:08;2;0;0;0;0
13:46:16;2;0;0;0;0
13:46:25;2;0;0;0;0
13:46:33;2;0;0;0;0
13:46:44;2;0;0;0;0
13:46:53;2;0;0;0;0
13:47:01;2;0;0;0;0
13:47:10;2;0;0;0;0
13:47:19;2;0;0;0;0
13:47:27;2;0;0;0;0
13:47:36;2;0;0;0;0
13:47:45;2;0;0;0;0
13:47:53;2;0;0;0;0
13:48:01;2;0;0;0;0
13:48:10;2;0;0;0;0
13:48:18;2;0;0;0;0
13:48:26;2;0;0;0;0
13:48:35;2;0;0;0;0
13:48:47;2;0;0;0;0
13:48:55;2;0;0;0;0
13:49:04;2;0;0;0;0
13:49:12;2;0;0;0;0
13:49:20;2;0;0;0;0
13:49:29;2;0;0;0;0
13:49:37;2;0;0;0;0
13:49:46;2;0;0;0;0
13:49:54;2;0;0;0;0
13:50:03;2;0;0;0;0
13:50:11;2;0;0;0;0
13:50:20;2;0;0;0;0
13:50:28;2;0;0;0;0
13:50:37;2;0;0;0;0
13:50:48;2;0;0;0;0
13:50:56;2;0;0;0;0
13:51:05;2;0;0;0;0
13:51:13;2;0;0;0;0
13:51:21;2;0;0;0;0
13:51:30;2;0;0;0;0
13:51:38;2;0;0;0;0
13:51:46;2;0;0;0;0
13:51:55;2;0;0;0;0
13:52:04;2;0;0;0;0
13:52:13;2;0;0;0;0
13:52:21;2;0;0;0;0
13:52:29;2;0;0;0;0
