15:18:57;2;0;0;0;0
15:19:05;2;0;0;0;0
15:19:16;2;3;6;0;0
15:19:26;2;7;1;0;0
15:19:36;2;9;0;0;0
15:19:45;2;9;0;0;0
15:19:55;2;8;0;0;0
15:20:05;2;9;0;0;0
15:20:15;2;9;0;0;0
15:20:24;2;9;0;0;0
15:20:35;2;5;3;0;0
15:20:46;2;6;1;0;0
15:20:56;2;9;0;0;0
15:21:06;2;8;0;0;0
15:21:16;2;8;0;0;0
15:21:26;2;7;0;0;0
15:21:35;2;9;0;0;0
15:21:46;2;8;1;0;0
15:21:56;2;9;0;0;0
15:22:05;2;9;0;0;0
15:22:15;2;9;0;0;0
15:22:26;2;9;0;0;0
15:22:35;2;9;0;0;0
15:22:45;2;9;0;0;0
15:22:55;2;9;0;0;0
15:23:04;2;9;0;0;0
15:23:14;2;9;0;0;0
15:23:23;2;9;0;0;0
15:23:33;2;9;0;0;0
15:23:43;2;9;0;0;0
15:23:52;2;9;0;0;0
15:24:01;2;9;0;0;0
15:24:11;2;9;0;0;0
15:24:21;2;9;0;0;0
15:24:30;2;9;0;0;0
15:24:39;2;9;0;0;0
15:24:49;2;9;0;0;0
15:24:58;2;9;0;0;0
15:25:08;2;9;0;0;0
15:25:17;2;9;0;0;0
15:25:33;2;9;0;0;0
15:25:42;2;9;0;0;0
15:25:52;2;9;0;0;0
15:26:01;2;9;0;0;0
15:26:11;2;9;0;0;0
15:26:20;2;9;0;0;0
15:26:30;2;9;0;0;0
15:26:39;2;9;0;0;0
15:26:48;2;9;0;0;0
15:26:58;2;9;0;0;0
15:27:08;2;9;0;0;0
15:27:17;2;9;0;0;0
15:27:27;2;9;0;0;0
15:27:36;2;9;0;0;0
15:27:46;2;9;0;0;0
15:27:55;2;9;0;0;0
15:28:05;2;9;0;0;0
15:28:14;2;9;0;0;0
15:28:23;2;9;0;0;0
15:28:33;2;9;0;0;0
15:28:42;2;9;0;0;0
15:28:52;2;9;0;0;0
15:29:01;2;8;0;0;0
15:29:10;2;8;0;0;0
15:29:20;2;8;0;0;0
15:29:29;2;8;0;0;0
15:29:39;2;8;0;0;0
15:29:49;2;8;0;0;0
15:29:58;2;9;0;0;0
15:30:09;2;7;1;0;0
15:30:18;2;9;0;0;0
15:30:29;2;8;1;0;0
15:30:38;2;9;0;0;0
15:30:48;2;6;0;0;0
15:30:58;2;6;1;0;0
15:31:08;2;7;0;0;0
15:31:18;2;9;0;0;0
15:31:27;2;9;0;0;0
15:31:37;2;9;0;0;0
15:31:47;2;9;0;0;0
15:31:56;2;9;0;0;0
15:32:06;2;9;0;0;0
15:32:15;2;9;0;0;0
15:32:25;2;9;0;0;0
15:32:34;2;9;0;0;0
15:32:44;2;9;0;0;0
15:32:54;2;9;0;0;0
15:33:03;2;9;0;0;0
15:33:13;2;9;0;0;0
15:33:23;2;9;0;0;0
15:33:32;2;9;0;0;0
15:33:42;2;9;0;0;0
15:33:51;2;9;0;0;0
15:34:01;2;9;0;0;0
15:34:11;2;9;0;0;0
15:34:20;2;9;0;0;0
15:34:30;2;9;0;0;0
15:34:39;2;9;0;0;0
15:34:49;2;9;0;0;0
15:34:59;2;9;0;0;0
15:35:08;2;9;0;0;0
15:35:18;2;9;0;0;0
15:35:34;2;9;0;0;0
15:35:44;2;9;0;0;0
15:35:53;2;9;0;0;0
15:36:03;2;9;0;0;0
15:36:12;2;9;0;0;0
15:36:22;2;9;0;0;0
15:36:32;2;9;0;0;0
15:36:41;2;9;0;0;0
15:36:51;2;9;0;0;0
15:37:00;2;9;0;0;0
15:37:10;2;9;0;0;0
15:37:20;2;9;0;0;0
15:37:30;2;9;0;0;0
15:37:39;2;9;0;0;0
15:37:49;2;9;0;0;0
15:37:58;2;9;0;0;0
15:38:09;2;9;0;0;0
15:38:19;2;9;0;0;0
15:38:29;2;9;0;0;0
15:38:38;2;9;0;0;0
15:38:48;2;9;0;0;0
15:38:57;2;9;0;0;0
15:39:07;2;9;0;0;0
15:39:17;2;9;0;0;0
15:39:26;2;9;0;0;0
15:39:36;2;8;0;0;0
15:39:45;2;6;0;0;0
15:39:55;2;4;0;0;0
15:40:05;2;2;0;0;0
15:40:13;2;0;0;0;0
15:40:21;2;0;0;0;0
15:40:30;2;0;0;0;0
15:40:38;2;0;0;0;0
